id,crime_group,year,num_crimes
40,SEXUAL,2014,41
40,SEXUAL,2015,40
40,SEXUAL,2016,25
40,SEXUAL,2017,37
40,SEXUAL,2018,13
40,THEFT,2001,13
40,THEFT,2002,1233
40,THEFT,2003,1626
40,THEFT,2004,1608
40,THEFT,2005,1668
40,THEFT,2006,1733
40,THEFT,2007,1516
40,THEFT,2008,1308
40,THEFT,2009,1359
40,THEFT,2010,1342
40,THEFT,2011,1367
40,THEFT,2012,1203
40,THEFT,2013,1195
40,THEFT,2014,1015
40,THEFT,2015,875
40,THEFT,2016,936
40,THEFT,2017,890
40,THEFT,2018,299
41,BATTERY,2001,3
41,BATTERY,2002,607
41,BATTERY,2003,821
41,BATTERY,2004,777
41,BATTERY,2005,818
41,BATTERY,2006,593
41,BATTERY,2007,690
41,BATTERY,2008,557
41,BATTERY,2009,517
41,BATTERY,2010,518
41,BATTERY,2011,474
41,BATTERY,2012,433
41,BATTERY,2013,372
41,BATTERY,2014,317
41,BATTERY,2015,369
41,BATTERY,2016,355
41,BATTERY,2017,428
41,BATTERY,2018,137
41,DECEPTIVE PRACTICE,2001,3
41,DECEPTIVE PRACTICE,2002,122
41,DECEPTIVE PRACTICE,2003,151
41,DECEPTIVE PRACTICE,2004,153
41,DECEPTIVE PRACTICE,2005,168
41,DECEPTIVE PRACTICE,2006,161
41,DECEPTIVE PRACTICE,2007,152
41,DECEPTIVE PRACTICE,2008,132
41,DECEPTIVE PRACTICE,2009,146
41,DECEPTIVE PRACTICE,2010,109
41,DECEPTIVE PRACTICE,2011,117
41,DECEPTIVE PRACTICE,2012,118
41,DECEPTIVE PRACTICE,2013,93
41,DECEPTIVE PRACTICE,2014,132
41,DECEPTIVE PRACTICE,2015,134
41,DECEPTIVE PRACTICE,2016,184
41,DECEPTIVE PRACTICE,2017,172
41,DECEPTIVE PRACTICE,2018,67
41,HOMICIDE,2004,3
41,HOMICIDE,2005,3
41,HOMICIDE,2006,2
41,HOMICIDE,2008,1
41,HOMICIDE,2009,1
41,HOMICIDE,2010,1
41,HOMICIDE,2011,1
41,HOMICIDE,2013,2
41,HOMICIDE,2014,3
41,HOMICIDE,2016,2
41,HOMICIDE,2017,1
41,HOMICIDE,2018,2
41,NARCOTICS,2002,79
41,NARCOTICS,2003,80
41,NARCOTICS,2004,75
41,NARCOTICS,2005,81
41,NARCOTICS,2006,78
41,NARCOTICS,2007,88
41,NARCOTICS,2008,90
41,NARCOTICS,2009,83
41,NARCOTICS,2010,108
41,NARCOTICS,2011,119
41,NARCOTICS,2012,47
41,NARCOTICS,2013,37
41,NARCOTICS,2014,17
41,NARCOTICS,2015,16
41,NARCOTICS,2016,10
41,NARCOTICS,2017,9
41,NARCOTICS,2018,6
41,NON-CRIMINAL,2002,8
41,NON-CRIMINAL,2003,7
41,NON-CRIMINAL,2004,9
41,NON-CRIMINAL,2005,15
41,NON-CRIMINAL,2006,7
41,NON-CRIMINAL,2007,7
41,NON-CRIMINAL,2008,8
41,NON-CRIMINAL,2009,6
41,NON-CRIMINAL,2010,12
41,NON-CRIMINAL,2011,9
41,NON-CRIMINAL,2012,7
41,NON-CRIMINAL,2013,9
41,NON-CRIMINAL,2014,5
41,NON-CRIMINAL,2015,10
41,NON-CRIMINAL,2016,12
41,NON-CRIMINAL,2017,8
41,NON-CRIMINAL,2018,5
41,SEXUAL,2001,1
41,SEXUAL,2002,20
41,SEXUAL,2003,20
41,SEXUAL,2004,21
41,SEXUAL,2005,27
41,SEXUAL,2006,32
41,SEXUAL,2007,35
41,SEXUAL,2008,20
41,SEXUAL,2009,15
41,SEXUAL,2010,25
41,SEXUAL,2011,25
41,SEXUAL,2012,34
41,SEXUAL,2013,14
41,SEXUAL,2014,16
41,SEXUAL,2015,23
41,SEXUAL,2016,18
41,SEXUAL,2017,22
41,SEXUAL,2018,7
41,THEFT,2001,26
41,THEFT,2002,1466
41,THEFT,2003,1846
41,THEFT,2004,1841
41,THEFT,2005,1795
41,THEFT,2006,1472
41,THEFT,2007,1369
41,THEFT,2008,1165
41,THEFT,2009,1132
41,THEFT,2010,1216
41,THEFT,2011,1185
41,THEFT,2012,1038
41,THEFT,2013,969
41,THEFT,2014,778
41,THEFT,2015,785
41,THEFT,2016,948
41,THEFT,2017,910
41,THEFT,2018,325
42,BATTERY,2001,3
42,BATTERY,2002,2308
42,BATTERY,2003,3108
42,BATTERY,2004,3065
42,BATTERY,2005,2655
42,BATTERY,2006,2639
42,BATTERY,2007,2595
42,BATTERY,2008,2433
42,BATTERY,2009,2358
42,BATTERY,2010,2268
42,BATTERY,2011,1903
42,BATTERY,2012,1801
42,BATTERY,2013,1724
42,BATTERY,2014,1595
42,BATTERY,2015,1434
42,BATTERY,2016,1402
42,BATTERY,2017,1510
42,BATTERY,2018,529
42,DECEPTIVE PRACTICE,2001,3
42,DECEPTIVE PRACTICE,2002,125
42,DECEPTIVE PRACTICE,2003,133
42,DECEPTIVE PRACTICE,2004,159
42,DECEPTIVE PRACTICE,2005,153
42,DECEPTIVE PRACTICE,2006,157
42,DECEPTIVE PRACTICE,2007,175
42,DECEPTIVE PRACTICE,2008,140
42,DECEPTIVE PRACTICE,2009,159
42,DECEPTIVE PRACTICE,2010,159
42,DECEPTIVE PRACTICE,2011,119
42,DECEPTIVE PRACTICE,2012,119
42,DECEPTIVE PRACTICE,2013,126
42,DECEPTIVE PRACTICE,2014,174
42,DECEPTIVE PRACTICE,2015,150
42,DECEPTIVE PRACTICE,2016,171
42,DECEPTIVE PRACTICE,2017,149
42,DECEPTIVE PRACTICE,2018,49
42,HOMICIDE,2001,9
42,HOMICIDE,2002,10
42,HOMICIDE,2003,6
42,HOMICIDE,2004,6
42,HOMICIDE,2005,7
42,HOMICIDE,2006,8
42,HOMICIDE,2007,5
42,HOMICIDE,2008,8
42,HOMICIDE,2009,9
42,HOMICIDE,2010,8
42,HOMICIDE,2011,14
42,HOMICIDE,2012,20
42,HOMICIDE,2013,8
42,HOMICIDE,2014,4
42,HOMICIDE,2015,8
42,HOMICIDE,2016,9
42,HOMICIDE,2017,14
42,HOMICIDE,2018,5
42,NARCOTICS,2002,807
42,NARCOTICS,2003,1044
42,NARCOTICS,2004,1343
42,NARCOTICS,2005,1181
42,NARCOTICS,2006,1120
42,NARCOTICS,2007,1216
42,NARCOTICS,2008,917
42,NARCOTICS,2009,885
42,NARCOTICS,2010,1033
42,NARCOTICS,2011,890
42,NARCOTICS,2012,803
42,NARCOTICS,2013,578
42,NARCOTICS,2014,417
42,NARCOTICS,2015,257
42,NARCOTICS,2016,148
42,NARCOTICS,2017,121
42,NARCOTICS,2018,64
42,NON-CRIMINAL,2002,35
42,NON-CRIMINAL,2003,44
42,NON-CRIMINAL,2004,44
42,NON-CRIMINAL,2005,52
42,NON-CRIMINAL,2006,78
42,NON-CRIMINAL,2007,108
42,NON-CRIMINAL,2008,83
42,NON-CRIMINAL,2009,113
42,NON-CRIMINAL,2010,119
42,NON-CRIMINAL,2011,97
42,NON-CRIMINAL,2012,112
42,NON-CRIMINAL,2013,91
42,NON-CRIMINAL,2014,114
42,NON-CRIMINAL,2015,76
42,NON-CRIMINAL,2016,50
42,NON-CRIMINAL,2017,58
42,NON-CRIMINAL,2018,17
42,SEXUAL,2001,4
42,SEXUAL,2002,97
42,SEXUAL,2003,136
42,SEXUAL,2004,216
42,SEXUAL,2005,141
42,SEXUAL,2006,197
42,SEXUAL,2007,147
42,SEXUAL,2008,118
42,SEXUAL,2009,112
42,SEXUAL,2010,96
42,SEXUAL,2011,94
42,SEXUAL,2012,108
42,SEXUAL,2013,80
42,SEXUAL,2014,88
42,SEXUAL,2015,61
42,SEXUAL,2016,60
42,SEXUAL,2017,56
42,SEXUAL,2018,25
42,THEFT,2001,24
42,THEFT,2002,1761
42,THEFT,2003,2499
42,THEFT,2004,2358
42,THEFT,2005,2628
42,THEFT,2006,2686
42,THEFT,2007,2790
42,THEFT,2008,2563
42,THEFT,2009,2362
42,THEFT,2010,1947
42,THEFT,2011,1903
42,THEFT,2012,1759
42,THEFT,2013,1585
42,THEFT,2014,1297
42,THEFT,2015,1221
42,THEFT,2016,1292
42,THEFT,2017,1329
42,THEFT,2018,386
43,BATTERY,2001,8
43,BATTERY,2002,4333
43,BATTERY,2003,5770
43,BATTERY,2004,5428
43,BATTERY,2005,5232
43,BATTERY,2006,5023
43,BATTERY,2007,5158
43,BATTERY,2008,4905
43,BATTERY,2009,4467
43,BATTERY,2010,4270
43,BATTERY,2011,4117
43,BATTERY,2012,3896
43,BATTERY,2013,3663
43,BATTERY,2014,3445
43,BATTERY,2015,3475
43,BATTERY,2016,3390
43,BATTERY,2017,3608
43,BATTERY,2018,1306
43,DECEPTIVE PRACTICE,2001,12
43,DECEPTIVE PRACTICE,2002,225
43,DECEPTIVE PRACTICE,2003,293
43,DECEPTIVE PRACTICE,2004,316
43,DECEPTIVE PRACTICE,2005,324
43,DECEPTIVE PRACTICE,2006,352
43,DECEPTIVE PRACTICE,2007,414
43,DECEPTIVE PRACTICE,2008,406
43,DECEPTIVE PRACTICE,2009,405
43,DECEPTIVE PRACTICE,2010,371
43,DECEPTIVE PRACTICE,2011,317
43,DECEPTIVE PRACTICE,2012,324
43,DECEPTIVE PRACTICE,2013,329
43,DECEPTIVE PRACTICE,2014,417
43,DECEPTIVE PRACTICE,2015,448
43,DECEPTIVE PRACTICE,2016,404
43,DECEPTIVE PRACTICE,2017,452
43,DECEPTIVE PRACTICE,2018,149
43,HOMICIDE,2001,20
43,HOMICIDE,2002,17
43,HOMICIDE,2003,30
43,HOMICIDE,2004,18
43,HOMICIDE,2005,22
43,HOMICIDE,2006,18
43,HOMICIDE,2007,15
43,HOMICIDE,2008,25
43,HOMICIDE,2009,15
43,HOMICIDE,2010,16
43,HOMICIDE,2011,16
43,HOMICIDE,2012,19
43,HOMICIDE,2013,26
43,HOMICIDE,2014,15
43,HOMICIDE,2015,18
43,HOMICIDE,2016,22
43,HOMICIDE,2017,33
43,HOMICIDE,2018,8
43,NARCOTICS,2002,803
43,NARCOTICS,2003,1242
43,NARCOTICS,2004,1473
43,NARCOTICS,2005,1454
43,NARCOTICS,2006,1932
43,NARCOTICS,2007,1523
43,NARCOTICS,2008,1492
43,NARCOTICS,2009,1703
43,NARCOTICS,2010,1318
43,NARCOTICS,2011,1211
43,NARCOTICS,2012,1180
43,NARCOTICS,2013,964
43,NARCOTICS,2014,861
43,NARCOTICS,2015,658
43,NARCOTICS,2016,271
43,NARCOTICS,2017,243
43,NARCOTICS,2018,131
43,NON-CRIMINAL,2002,41
43,NON-CRIMINAL,2003,57
43,NON-CRIMINAL,2004,57
43,NON-CRIMINAL,2005,54
43,NON-CRIMINAL,2006,96
43,NON-CRIMINAL,2007,137
43,NON-CRIMINAL,2008,98
43,NON-CRIMINAL,2009,108
43,NON-CRIMINAL,2010,122
43,NON-CRIMINAL,2011,82
43,NON-CRIMINAL,2012,111
43,NON-CRIMINAL,2013,107
43,NON-CRIMINAL,2014,122
43,NON-CRIMINAL,2015,137
43,NON-CRIMINAL,2016,77
43,NON-CRIMINAL,2017,76
43,NON-CRIMINAL,2018,47
43,SEXUAL,2001,9
43,SEXUAL,2002,158
43,SEXUAL,2003,332
43,SEXUAL,2004,298
43,SEXUAL,2005,259
43,SEXUAL,2006,242
43,SEXUAL,2007,257
43,SEXUAL,2008,247
43,SEXUAL,2009,276
43,SEXUAL,2010,177
43,SEXUAL,2011,165
43,SEXUAL,2012,188
43,SEXUAL,2013,155
43,SEXUAL,2014,142
43,SEXUAL,2015,142
43,SEXUAL,2016,96
43,SEXUAL,2017,118
43,SEXUAL,2018,56
43,THEFT,2001,65
43,THEFT,2002,3811
43,THEFT,2003,5027
43,THEFT,2004,4820
43,THEFT,2005,5025
43,THEFT,2006,5083
43,THEFT,2007,4800
43,THEFT,2008,5146
43,THEFT,2009,4443
43,THEFT,2010,4485
43,THEFT,2011,4826
43,THEFT,2012,4401
43,THEFT,2013,3888
43,THEFT,2014,3097
43,THEFT,2015,3012
43,THEFT,2016,2783
43,THEFT,2017,2883
43,THEFT,2018,967
44,BATTERY,2001,4
44,BATTERY,2002,2267
44,BATTERY,2003,3016
44,BATTERY,2004,3058
44,BATTERY,2005,3036
44,BATTERY,2006,2888
44,BATTERY,2007,2945
44,BATTERY,2008,2888
44,BATTERY,2009,2553
44,BATTERY,2010,2375
44,BATTERY,2011,2131
44,BATTERY,2012,2110
44,BATTERY,2013,2164
44,BATTERY,2014,1915
44,BATTERY,2015,2146
44,BATTERY,2016,2247
44,BATTERY,2017,2294
44,BATTERY,2018,840
44,DECEPTIVE PRACTICE,2001,5
44,DECEPTIVE PRACTICE,2002,237
44,DECEPTIVE PRACTICE,2003,308
44,DECEPTIVE PRACTICE,2004,370
44,DECEPTIVE PRACTICE,2005,375
44,DECEPTIVE PRACTICE,2006,313
44,DECEPTIVE PRACTICE,2007,357
44,DECEPTIVE PRACTICE,2008,324
44,DECEPTIVE PRACTICE,2009,309
44,DECEPTIVE PRACTICE,2010,276
44,DECEPTIVE PRACTICE,2011,299
44,DECEPTIVE PRACTICE,2012,386
44,DECEPTIVE PRACTICE,2013,441
44,DECEPTIVE PRACTICE,2014,398
44,DECEPTIVE PRACTICE,2015,368
44,DECEPTIVE PRACTICE,2016,366
44,DECEPTIVE PRACTICE,2017,380
44,DECEPTIVE PRACTICE,2018,128
44,HOMICIDE,2001,10
44,HOMICIDE,2002,16
44,HOMICIDE,2003,11
44,HOMICIDE,2004,8
44,HOMICIDE,2005,13
44,HOMICIDE,2006,12
44,HOMICIDE,2007,14
44,HOMICIDE,2008,10
44,HOMICIDE,2009,13
44,HOMICIDE,2010,13
44,HOMICIDE,2011,17
44,HOMICIDE,2012,15
44,HOMICIDE,2013,13
44,HOMICIDE,2014,14
44,HOMICIDE,2015,23
44,HOMICIDE,2016,18
44,HOMICIDE,2017,13
44,HOMICIDE,2018,10
44,NARCOTICS,2002,377
44,NARCOTICS,2003,569
44,NARCOTICS,2004,724
44,NARCOTICS,2005,812
44,NARCOTICS,2006,989
44,NARCOTICS,2007,1408
44,NARCOTICS,2008,966
44,NARCOTICS,2009,893
44,NARCOTICS,2010,803
44,NARCOTICS,2011,721
44,NARCOTICS,2012,684
44,NARCOTICS,2013,670
44,NARCOTICS,2014,503
44,NARCOTICS,2015,397
44,NARCOTICS,2016,239
44,NARCOTICS,2017,183
44,NARCOTICS,2018,89
44,NON-CRIMINAL,2002,20
44,NON-CRIMINAL,2003,32
44,NON-CRIMINAL,2004,32
44,NON-CRIMINAL,2005,43
44,NON-CRIMINAL,2006,62
44,NON-CRIMINAL,2007,52
44,NON-CRIMINAL,2008,50
44,NON-CRIMINAL,2009,44
44,NON-CRIMINAL,2010,59
44,NON-CRIMINAL,2011,55
44,NON-CRIMINAL,2012,85
44,NON-CRIMINAL,2013,76
44,NON-CRIMINAL,2014,80
44,NON-CRIMINAL,2015,74
44,NON-CRIMINAL,2016,54
44,NON-CRIMINAL,2017,55
44,NON-CRIMINAL,2018,24
44,SEXUAL,2001,9
44,SEXUAL,2002,98
44,SEXUAL,2003,107
44,SEXUAL,2004,171
44,SEXUAL,2005,163
44,SEXUAL,2006,93
44,SEXUAL,2007,117
44,SEXUAL,2008,96
44,SEXUAL,2009,97
44,SEXUAL,2010,98
44,SEXUAL,2011,95
44,SEXUAL,2012,77
44,SEXUAL,2013,86
44,SEXUAL,2014,60
44,SEXUAL,2015,78
44,SEXUAL,2016,67
44,SEXUAL,2017,74
44,SEXUAL,2018,24
44,THEFT,2001,48
44,THEFT,2002,2876
44,THEFT,2003,4260
44,THEFT,2004,4057
44,THEFT,2005,4051
44,THEFT,2006,3668
44,THEFT,2007,3622
44,THEFT,2008,3767
44,THEFT,2009,3396
44,THEFT,2010,3091
44,THEFT,2011,3212
44,THEFT,2012,3002
44,THEFT,2013,2939
44,THEFT,2014,2552
44,THEFT,2015,2252
44,THEFT,2016,2442
44,THEFT,2017,2553
44,THEFT,2018,850
45,BATTERY,2001,1
45,BATTERY,2002,571
45,BATTERY,2003,813
45,BATTERY,2004,850
45,BATTERY,2005,866
45,BATTERY,2006,782
45,BATTERY,2007,741
45,BATTERY,2008,779
45,BATTERY,2009,643
45,BATTERY,2010,591
45,BATTERY,2011,622
45,BATTERY,2012,575
45,BATTERY,2013,532
45,BATTERY,2014,501
45,BATTERY,2015,520
45,BATTERY,2016,502
45,BATTERY,2017,499
45,BATTERY,2018,185
45,DECEPTIVE PRACTICE,2001,1
45,DECEPTIVE PRACTICE,2002,36
45,DECEPTIVE PRACTICE,2003,63
45,DECEPTIVE PRACTICE,2004,68
45,DECEPTIVE PRACTICE,2005,77
45,DECEPTIVE PRACTICE,2006,69
45,DECEPTIVE PRACTICE,2007,80
45,DECEPTIVE PRACTICE,2008,90
45,DECEPTIVE PRACTICE,2009,79
45,DECEPTIVE PRACTICE,2010,71
45,DECEPTIVE PRACTICE,2011,71
45,DECEPTIVE PRACTICE,2012,78
45,DECEPTIVE PRACTICE,2013,71
45,DECEPTIVE PRACTICE,2014,75
45,DECEPTIVE PRACTICE,2015,70
45,DECEPTIVE PRACTICE,2016,80
45,DECEPTIVE PRACTICE,2017,75
45,DECEPTIVE PRACTICE,2018,22
45,HOMICIDE,2001,2
45,HOMICIDE,2002,3
45,HOMICIDE,2003,2
45,HOMICIDE,2004,1
45,HOMICIDE,2005,2
45,HOMICIDE,2006,4
45,HOMICIDE,2007,2
45,HOMICIDE,2008,3
45,HOMICIDE,2009,1
45,HOMICIDE,2010,7
45,HOMICIDE,2011,3
45,HOMICIDE,2013,5
45,HOMICIDE,2014,1
45,HOMICIDE,2015,2
45,HOMICIDE,2016,6
45,HOMICIDE,2017,4
45,HOMICIDE,2018,2
45,NARCOTICS,2002,65
45,NARCOTICS,2003,107
45,NARCOTICS,2004,139
45,NARCOTICS,2005,153
45,NARCOTICS,2006,142
45,NARCOTICS,2007,179
45,NARCOTICS,2008,129
45,NARCOTICS,2009,135
45,NARCOTICS,2010,93
45,NARCOTICS,2011,77
45,NARCOTICS,2012,85
45,NARCOTICS,2013,96
45,NARCOTICS,2014,118
45,NARCOTICS,2015,93
45,NARCOTICS,2016,54
45,NARCOTICS,2017,15
45,NARCOTICS,2018,10
45,NON-CRIMINAL,2002,9
45,NON-CRIMINAL,2003,15
45,NON-CRIMINAL,2004,20
45,NON-CRIMINAL,2005,21
45,NON-CRIMINAL,2006,32
45,NON-CRIMINAL,2007,26
45,NON-CRIMINAL,2008,13
45,NON-CRIMINAL,2009,16
45,NON-CRIMINAL,2010,22
45,NON-CRIMINAL,2011,20
45,NON-CRIMINAL,2012,20
45,NON-CRIMINAL,2013,24
45,NON-CRIMINAL,2014,27
45,NON-CRIMINAL,2015,19
45,NON-CRIMINAL,2016,21
45,NON-CRIMINAL,2017,14
45,NON-CRIMINAL,2018,8
45,SEXUAL,2002,16
45,SEXUAL,2003,28
45,SEXUAL,2004,37
45,SEXUAL,2005,30
45,SEXUAL,2006,27
45,SEXUAL,2007,24
45,SEXUAL,2008,25
45,SEXUAL,2009,27
45,SEXUAL,2010,17
45,SEXUAL,2011,18
45,SEXUAL,2012,14
45,SEXUAL,2013,16
45,SEXUAL,2014,14
45,SEXUAL,2015,15
45,SEXUAL,2016,16
45,SEXUAL,2017,19
45,SEXUAL,2018,8
45,THEFT,2001,9
45,THEFT,2002,702
45,THEFT,2003,993
45,THEFT,2004,982
45,THEFT,2005,922
45,THEFT,2006,914
45,THEFT,2007,896
45,THEFT,2008,977
45,THEFT,2009,874
45,THEFT,2010,787
45,THEFT,2011,927
45,THEFT,2012,808
45,THEFT,2013,683
45,THEFT,2014,585
45,THEFT,2015,468
45,THEFT,2016,430
45,THEFT,2017,468
45,THEFT,2018,105
46,BATTERY,2001,4
46,BATTERY,2002,2489
46,BATTERY,2003,3283
46,BATTERY,2004,3211
46,BATTERY,2005,3214
46,BATTERY,2006,3100
46,BATTERY,2007,3112
46,BATTERY,2008,2872
46,BATTERY,2009,2675
46,BATTERY,2010,2453
46,BATTERY,2011,2441
46,BATTERY,2012,2382
46,BATTERY,2013,2097
46,BATTERY,2014,1957
46,BATTERY,2015,2054
46,BATTERY,2016,2068
46,BATTERY,2017,1915
46,BATTERY,2018,666
46,DECEPTIVE PRACTICE,2001,5
46,DECEPTIVE PRACTICE,2002,96
46,DECEPTIVE PRACTICE,2003,146
46,DECEPTIVE PRACTICE,2004,149
46,DECEPTIVE PRACTICE,2005,170
46,DECEPTIVE PRACTICE,2006,170
46,DECEPTIVE PRACTICE,2007,229
46,DECEPTIVE PRACTICE,2008,184
46,DECEPTIVE PRACTICE,2009,174
46,DECEPTIVE PRACTICE,2010,143
46,DECEPTIVE PRACTICE,2011,146
46,DECEPTIVE PRACTICE,2012,173
46,DECEPTIVE PRACTICE,2013,183
46,DECEPTIVE PRACTICE,2014,185
46,DECEPTIVE PRACTICE,2015,187
46,DECEPTIVE PRACTICE,2016,204
46,DECEPTIVE PRACTICE,2017,190
46,DECEPTIVE PRACTICE,2018,68
46,HOMICIDE,2001,18
46,HOMICIDE,2002,12
46,HOMICIDE,2003,12
46,HOMICIDE,2004,15
46,HOMICIDE,2005,7
46,HOMICIDE,2006,13
46,HOMICIDE,2007,10
46,HOMICIDE,2008,17
46,HOMICIDE,2009,19
46,HOMICIDE,2010,15
46,HOMICIDE,2011,4
46,HOMICIDE,2012,14
46,HOMICIDE,2013,14
46,HOMICIDE,2014,14
46,HOMICIDE,2015,12
46,HOMICIDE,2016,18
46,HOMICIDE,2017,20
46,HOMICIDE,2018,5
46,NARCOTICS,2001,1
46,NARCOTICS,2002,498
46,NARCOTICS,2003,803
46,NARCOTICS,2004,1253
46,NARCOTICS,2005,955
46,NARCOTICS,2006,1192
46,NARCOTICS,2007,1022
46,NARCOTICS,2008,931
46,NARCOTICS,2009,1162
46,NARCOTICS,2010,737
46,NARCOTICS,2011,691
46,NARCOTICS,2012,636
46,NARCOTICS,2013,568
46,NARCOTICS,2014,678
46,NARCOTICS,2015,454
46,NARCOTICS,2016,219
46,NARCOTICS,2017,173
46,NARCOTICS,2018,65
46,NON-CRIMINAL,2002,32
46,NON-CRIMINAL,2003,49
46,NON-CRIMINAL,2004,44
46,NON-CRIMINAL,2005,56
46,NON-CRIMINAL,2006,52
46,NON-CRIMINAL,2007,60
46,NON-CRIMINAL,2008,60
46,NON-CRIMINAL,2009,75
46,NON-CRIMINAL,2010,84
46,NON-CRIMINAL,2011,75
46,NON-CRIMINAL,2012,102
46,NON-CRIMINAL,2013,111
46,NON-CRIMINAL,2014,122
46,NON-CRIMINAL,2015,118
46,NON-CRIMINAL,2016,58
46,NON-CRIMINAL,2017,71
46,NON-CRIMINAL,2018,27
46,SEXUAL,2001,8
46,SEXUAL,2002,125
46,SEXUAL,2003,154
46,SEXUAL,2004,217
46,SEXUAL,2005,137
46,SEXUAL,2006,168
46,SEXUAL,2007,177
46,SEXUAL,2008,125
46,SEXUAL,2009,164
46,SEXUAL,2010,136
46,SEXUAL,2011,92
46,SEXUAL,2012,95
46,SEXUAL,2013,104
46,SEXUAL,2014,99
46,SEXUAL,2015,86
46,SEXUAL,2016,81
46,SEXUAL,2017,81
46,SEXUAL,2018,28
46,THEFT,2001,34
46,THEFT,2002,1875
46,THEFT,2003,2750
46,THEFT,2004,2845
46,THEFT,2005,2526
46,THEFT,2006,2935
46,THEFT,2007,2895
46,THEFT,2008,2633
46,THEFT,2009,2268
46,THEFT,2010,2274
46,THEFT,2011,2440
46,THEFT,2012,2156
46,THEFT,2013,1954
46,THEFT,2014,1497
46,THEFT,2015,1478
46,THEFT,2016,1453
46,THEFT,2017,1373
46,THEFT,2018,454
47,BATTERY,2001,1
47,BATTERY,2002,185
47,BATTERY,2003,249
47,BATTERY,2004,274
47,BATTERY,2005,308
47,BATTERY,2006,231
47,BATTERY,2007,257
47,BATTERY,2008,219
47,BATTERY,2009,205
47,BATTERY,2010,164
47,BATTERY,2011,158
47,BATTERY,2012,156
47,BATTERY,2013,135
47,BATTERY,2014,123
47,BATTERY,2015,138
47,BATTERY,2016,158
47,BATTERY,2017,155
47,BATTERY,2018,52
47,DECEPTIVE PRACTICE,2002,3
47,DECEPTIVE PRACTICE,2003,7
47,DECEPTIVE PRACTICE,2004,8
47,DECEPTIVE PRACTICE,2005,11
47,DECEPTIVE PRACTICE,2006,10
47,DECEPTIVE PRACTICE,2007,10
47,DECEPTIVE PRACTICE,2008,14
47,DECEPTIVE PRACTICE,2009,11
47,DECEPTIVE PRACTICE,2010,10
47,DECEPTIVE PRACTICE,2011,7
47,DECEPTIVE PRACTICE,2012,16
47,DECEPTIVE PRACTICE,2013,13
47,DECEPTIVE PRACTICE,2014,14
47,DECEPTIVE PRACTICE,2015,24
47,DECEPTIVE PRACTICE,2016,22
47,DECEPTIVE PRACTICE,2017,15
47,DECEPTIVE PRACTICE,2018,7
47,HOMICIDE,2001,1
47,HOMICIDE,2003,4
47,HOMICIDE,2005,1
47,HOMICIDE,2007,2
47,HOMICIDE,2008,2
47,HOMICIDE,2009,5
47,HOMICIDE,2010,1
47,HOMICIDE,2011,1
47,HOMICIDE,2012,1
47,HOMICIDE,2013,1
47,HOMICIDE,2014,3
47,HOMICIDE,2015,3
47,HOMICIDE,2017,1
47,NARCOTICS,2002,36
47,NARCOTICS,2003,77
47,NARCOTICS,2004,105
47,NARCOTICS,2005,96
47,NARCOTICS,2006,60
47,NARCOTICS,2007,93
47,NARCOTICS,2008,82
47,NARCOTICS,2009,101
47,NARCOTICS,2010,61
47,NARCOTICS,2011,49
47,NARCOTICS,2012,47
47,NARCOTICS,2013,42
47,NARCOTICS,2014,64
47,NARCOTICS,2015,23
47,NARCOTICS,2016,15
47,NARCOTICS,2017,20
47,NARCOTICS,2018,10
47,NON-CRIMINAL,2002,1
47,NON-CRIMINAL,2003,4
47,NON-CRIMINAL,2004,1
47,NON-CRIMINAL,2005,4
47,NON-CRIMINAL,2006,4
47,NON-CRIMINAL,2007,7
47,NON-CRIMINAL,2008,6
47,NON-CRIMINAL,2009,9
47,NON-CRIMINAL,2010,6
47,NON-CRIMINAL,2011,5
47,NON-CRIMINAL,2012,5
47,NON-CRIMINAL,2013,6
47,NON-CRIMINAL,2014,10
47,NON-CRIMINAL,2015,2
47,NON-CRIMINAL,2016,5
47,NON-CRIMINAL,2017,3
47,NON-CRIMINAL,2018,1
47,SEXUAL,2002,1
47,SEXUAL,2003,10
47,SEXUAL,2004,4
47,SEXUAL,2005,9
47,SEXUAL,2006,8
47,SEXUAL,2007,10
47,SEXUAL,2008,14
47,SEXUAL,2009,14
47,SEXUAL,2010,3
47,SEXUAL,2011,7
47,SEXUAL,2012,5
47,SEXUAL,2013,6
47,SEXUAL,2014,3
47,SEXUAL,2015,5
47,SEXUAL,2016,3
47,SEXUAL,2017,3
47,THEFT,2001,4
47,THEFT,2002,150
47,THEFT,2003,217
47,THEFT,2004,224
47,THEFT,2005,195
47,THEFT,2006,248
47,THEFT,2007,223
47,THEFT,2008,286
47,THEFT,2009,173
47,THEFT,2010,147
47,THEFT,2011,169
47,THEFT,2012,223
47,THEFT,2013,208
47,THEFT,2014,137
47,THEFT,2015,126
47,THEFT,2016,112
47,THEFT,2017,87
47,THEFT,2018,39
48,BATTERY,2002,656
48,BATTERY,2003,833
48,BATTERY,2004,805
48,BATTERY,2005,764
48,BATTERY,2006,748
48,BATTERY,2007,709
48,BATTERY,2008,691
48,BATTERY,2009,605
48,BATTERY,2010,589
48,BATTERY,2011,532
48,BATTERY,2012,475
48,BATTERY,2013,508
48,BATTERY,2014,480
48,BATTERY,2015,499
48,BATTERY,2016,499
48,BATTERY,2017,459
48,BATTERY,2018,180
48,DECEPTIVE PRACTICE,2001,2
