Community Area,Primary Type,Year,ID
46.0,CRIMINAL TRESPASS,2003,207
46.0,CRIMINAL TRESPASS,2004,276
46.0,CRIMINAL TRESPASS,2005,260
46.0,CRIMINAL TRESPASS,2006,252
46.0,CRIMINAL TRESPASS,2007,205
46.0,CRIMINAL TRESPASS,2008,170
46.0,CRIMINAL TRESPASS,2009,141
46.0,CRIMINAL TRESPASS,2010,166
46.0,CRIMINAL TRESPASS,2011,142
46.0,CRIMINAL TRESPASS,2012,110
46.0,CRIMINAL TRESPASS,2013,104
46.0,CRIMINAL TRESPASS,2014,127
46.0,CRIMINAL TRESPASS,2015,131
46.0,CRIMINAL TRESPASS,2016,110
46.0,CRIMINAL TRESPASS,2017,111
46.0,CRIMINAL TRESPASS,2018,49
46.0,DECEPTIVE PRACTICE,2001,5
46.0,DECEPTIVE PRACTICE,2002,96
46.0,DECEPTIVE PRACTICE,2003,146
46.0,DECEPTIVE PRACTICE,2004,149
46.0,DECEPTIVE PRACTICE,2005,170
46.0,DECEPTIVE PRACTICE,2006,170
46.0,DECEPTIVE PRACTICE,2007,229
46.0,DECEPTIVE PRACTICE,2008,184
46.0,DECEPTIVE PRACTICE,2009,174
46.0,DECEPTIVE PRACTICE,2010,143
46.0,DECEPTIVE PRACTICE,2011,146
46.0,DECEPTIVE PRACTICE,2012,173
46.0,DECEPTIVE PRACTICE,2013,183
46.0,DECEPTIVE PRACTICE,2014,185
46.0,DECEPTIVE PRACTICE,2015,187
46.0,DECEPTIVE PRACTICE,2016,204
46.0,DECEPTIVE PRACTICE,2017,190
46.0,DECEPTIVE PRACTICE,2018,68
46.0,GAMBLING,2002,5
46.0,GAMBLING,2003,20
46.0,GAMBLING,2004,29
46.0,GAMBLING,2005,27
46.0,GAMBLING,2006,26
46.0,GAMBLING,2007,16
46.0,GAMBLING,2008,10
46.0,GAMBLING,2009,13
46.0,GAMBLING,2010,9
46.0,GAMBLING,2011,9
46.0,GAMBLING,2012,5
46.0,GAMBLING,2013,6
46.0,GAMBLING,2014,11
46.0,GAMBLING,2015,7
46.0,GAMBLING,2016,1
46.0,GAMBLING,2017,5
46.0,HOMICIDE,2001,18
46.0,HOMICIDE,2002,12
46.0,HOMICIDE,2003,12
46.0,HOMICIDE,2004,15
46.0,HOMICIDE,2005,7
46.0,HOMICIDE,2006,13
46.0,HOMICIDE,2007,10
46.0,HOMICIDE,2008,17
46.0,HOMICIDE,2009,19
46.0,HOMICIDE,2010,15
46.0,HOMICIDE,2011,4
46.0,HOMICIDE,2012,14
46.0,HOMICIDE,2013,14
46.0,HOMICIDE,2014,14
46.0,HOMICIDE,2015,12
46.0,HOMICIDE,2016,18
46.0,HOMICIDE,2017,20
46.0,HOMICIDE,2018,5
46.0,HUMAN TRAFFICKING,2016,1
46.0,HUMAN TRAFFICKING,2017,1
46.0,INTERFERENCE WITH PUBLIC OFFICER,2002,3
46.0,INTERFERENCE WITH PUBLIC OFFICER,2003,2
46.0,INTERFERENCE WITH PUBLIC OFFICER,2004,5
46.0,INTERFERENCE WITH PUBLIC OFFICER,2005,9
46.0,INTERFERENCE WITH PUBLIC OFFICER,2006,7
46.0,INTERFERENCE WITH PUBLIC OFFICER,2007,4
46.0,INTERFERENCE WITH PUBLIC OFFICER,2008,5
46.0,INTERFERENCE WITH PUBLIC OFFICER,2009,11
46.0,INTERFERENCE WITH PUBLIC OFFICER,2010,6
46.0,INTERFERENCE WITH PUBLIC OFFICER,2011,10
46.0,INTERFERENCE WITH PUBLIC OFFICER,2012,24
46.0,INTERFERENCE WITH PUBLIC OFFICER,2013,33
46.0,INTERFERENCE WITH PUBLIC OFFICER,2014,42
46.0,INTERFERENCE WITH PUBLIC OFFICER,2015,50
46.0,INTERFERENCE WITH PUBLIC OFFICER,2016,23
46.0,INTERFERENCE WITH PUBLIC OFFICER,2017,33
46.0,INTERFERENCE WITH PUBLIC OFFICER,2018,16
46.0,INTIMIDATION,2002,6
46.0,INTIMIDATION,2003,16
46.0,INTIMIDATION,2004,9
46.0,INTIMIDATION,2005,5
46.0,INTIMIDATION,2006,4
46.0,INTIMIDATION,2007,9
46.0,INTIMIDATION,2008,3
46.0,INTIMIDATION,2009,8
46.0,INTIMIDATION,2010,13
46.0,INTIMIDATION,2011,2
46.0,INTIMIDATION,2012,2
46.0,INTIMIDATION,2013,4
46.0,INTIMIDATION,2014,2
46.0,INTIMIDATION,2015,3
46.0,INTIMIDATION,2016,4
46.0,INTIMIDATION,2018,1
46.0,KIDNAPPING,2002,17
46.0,KIDNAPPING,2003,14
46.0,KIDNAPPING,2004,9
46.0,KIDNAPPING,2005,9
46.0,KIDNAPPING,2006,9
46.0,KIDNAPPING,2007,9
46.0,KIDNAPPING,2008,9
46.0,KIDNAPPING,2009,5
46.0,KIDNAPPING,2010,6
46.0,KIDNAPPING,2011,8
46.0,KIDNAPPING,2012,4
46.0,KIDNAPPING,2013,5
46.0,KIDNAPPING,2014,2
46.0,KIDNAPPING,2015,7
46.0,KIDNAPPING,2016,6
46.0,KIDNAPPING,2017,4
46.0,KIDNAPPING,2018,3
46.0,LIQUOR LAW VIOLATION,2002,16
46.0,LIQUOR LAW VIOLATION,2003,17
46.0,LIQUOR LAW VIOLATION,2004,22
46.0,LIQUOR LAW VIOLATION,2005,10
46.0,LIQUOR LAW VIOLATION,2006,25
46.0,LIQUOR LAW VIOLATION,2007,30
46.0,LIQUOR LAW VIOLATION,2008,19
46.0,LIQUOR LAW VIOLATION,2009,8
46.0,LIQUOR LAW VIOLATION,2010,7
46.0,LIQUOR LAW VIOLATION,2011,16
46.0,LIQUOR LAW VIOLATION,2012,3
46.0,LIQUOR LAW VIOLATION,2013,3
46.0,LIQUOR LAW VIOLATION,2014,8
46.0,LIQUOR LAW VIOLATION,2015,3
46.0,LIQUOR LAW VIOLATION,2016,1
46.0,LIQUOR LAW VIOLATION,2017,1
46.0,LIQUOR LAW VIOLATION,2018,1
46.0,MOTOR VEHICLE THEFT,2001,12
46.0,MOTOR VEHICLE THEFT,2002,310
46.0,MOTOR VEHICLE THEFT,2003,458
46.0,MOTOR VEHICLE THEFT,2004,432
46.0,MOTOR VEHICLE THEFT,2005,340
46.0,MOTOR VEHICLE THEFT,2006,407
46.0,MOTOR VEHICLE THEFT,2007,395
46.0,MOTOR VEHICLE THEFT,2008,292
46.0,MOTOR VEHICLE THEFT,2009,231
46.0,MOTOR VEHICLE THEFT,2010,251
46.0,MOTOR VEHICLE THEFT,2011,302
46.0,MOTOR VEHICLE THEFT,2012,225
46.0,MOTOR VEHICLE THEFT,2013,199
46.0,MOTOR VEHICLE THEFT,2014,136
46.0,MOTOR VEHICLE THEFT,2015,140
46.0,MOTOR VEHICLE THEFT,2016,161
46.0,MOTOR VEHICLE THEFT,2017,181
46.0,MOTOR VEHICLE THEFT,2018,54
46.0,NARCOTICS,2001,1
46.0,NARCOTICS,2002,477
46.0,NARCOTICS,2003,766
46.0,NARCOTICS,2004,1201
46.0,NARCOTICS,2005,918
46.0,NARCOTICS,2006,1141
46.0,NARCOTICS,2007,975
46.0,NARCOTICS,2008,902
46.0,NARCOTICS,2009,1141
46.0,NARCOTICS,2010,720
46.0,NARCOTICS,2011,666
46.0,NARCOTICS,2012,628
46.0,NARCOTICS,2013,559
46.0,NARCOTICS,2014,659
46.0,NARCOTICS,2015,444
46.0,NARCOTICS,2016,217
46.0,NARCOTICS,2017,167
46.0,NARCOTICS,2018,64
46.0,OBSCENITY,2010,1
46.0,OBSCENITY,2011,1
46.0,OBSCENITY,2017,2
46.0,OBSCENITY,2018,1
46.0,OFFENSE INVOLVING CHILDREN,2001,3
46.0,OFFENSE INVOLVING CHILDREN,2002,64
46.0,OFFENSE INVOLVING CHILDREN,2003,90
46.0,OFFENSE INVOLVING CHILDREN,2004,101
46.0,OFFENSE INVOLVING CHILDREN,2005,78
46.0,OFFENSE INVOLVING CHILDREN,2006,102
46.0,OFFENSE INVOLVING CHILDREN,2007,92
46.0,OFFENSE INVOLVING CHILDREN,2008,70
46.0,OFFENSE INVOLVING CHILDREN,2009,68
46.0,OFFENSE INVOLVING CHILDREN,2010,58
46.0,OFFENSE INVOLVING CHILDREN,2011,59
46.0,OFFENSE INVOLVING CHILDREN,2012,57
46.0,OFFENSE INVOLVING CHILDREN,2013,63
46.0,OFFENSE INVOLVING CHILDREN,2014,66
46.0,OFFENSE INVOLVING CHILDREN,2015,70
46.0,OFFENSE INVOLVING CHILDREN,2016,65
46.0,OFFENSE INVOLVING CHILDREN,2017,63
46.0,OFFENSE INVOLVING CHILDREN,2018,24
46.0,OTHER NARCOTIC VIOLATION,2004,1
46.0,OTHER NARCOTIC VIOLATION,2007,1
46.0,OTHER NARCOTIC VIOLATION,2010,1
46.0,OTHER OFFENSE,2001,3
46.0,OTHER OFFENSE,2002,392
46.0,OTHER OFFENSE,2003,626
46.0,OTHER OFFENSE,2004,585
46.0,OTHER OFFENSE,2005,567
46.0,OTHER OFFENSE,2006,571
46.0,OTHER OFFENSE,2007,531
46.0,OTHER OFFENSE,2008,543
46.0,OTHER OFFENSE,2009,537
46.0,OTHER OFFENSE,2010,411
46.0,OTHER OFFENSE,2011,370
46.0,OTHER OFFENSE,2012,364
46.0,OTHER OFFENSE,2013,375
46.0,OTHER OFFENSE,2014,402
46.0,OTHER OFFENSE,2015,450
46.0,OTHER OFFENSE,2016,408
46.0,OTHER OFFENSE,2017,391
46.0,OTHER OFFENSE,2018,131
46.0,PROSTITUTION,2002,37
46.0,PROSTITUTION,2003,31
46.0,PROSTITUTION,2004,78
46.0,PROSTITUTION,2005,27
46.0,PROSTITUTION,2006,46
46.0,PROSTITUTION,2007,60
46.0,PROSTITUTION,2008,28
46.0,PROSTITUTION,2009,77
46.0,PROSTITUTION,2010,53
46.0,PROSTITUTION,2011,12
46.0,PROSTITUTION,2012,18
46.0,PROSTITUTION,2013,19
46.0,PROSTITUTION,2014,16
46.0,PROSTITUTION,2015,4
46.0,PROSTITUTION,2016,1
46.0,PROSTITUTION,2017,3
46.0,PUBLIC PEACE VIOLATION,2002,29
46.0,PUBLIC PEACE VIOLATION,2003,47
46.0,PUBLIC PEACE VIOLATION,2004,39
46.0,PUBLIC PEACE VIOLATION,2005,46
46.0,PUBLIC PEACE VIOLATION,2006,44
46.0,PUBLIC PEACE VIOLATION,2007,56
46.0,PUBLIC PEACE VIOLATION,2008,55
46.0,PUBLIC PEACE VIOLATION,2009,64
46.0,PUBLIC PEACE VIOLATION,2010,77
46.0,PUBLIC PEACE VIOLATION,2011,64
46.0,PUBLIC PEACE VIOLATION,2012,78
46.0,PUBLIC PEACE VIOLATION,2013,78
46.0,PUBLIC PEACE VIOLATION,2014,80
46.0,PUBLIC PEACE VIOLATION,2015,68
46.0,PUBLIC PEACE VIOLATION,2016,35
46.0,PUBLIC PEACE VIOLATION,2017,36
46.0,PUBLIC PEACE VIOLATION,2018,10
46.0,RITUALISM,2005,1
46.0,RITUALISM,2006,1
46.0,ROBBERY,2001,1
46.0,ROBBERY,2002,260
46.0,ROBBERY,2003,331
46.0,ROBBERY,2004,320
46.0,ROBBERY,2005,305
46.0,ROBBERY,2006,319
46.0,ROBBERY,2007,385
46.0,ROBBERY,2008,357
46.0,ROBBERY,2009,325
46.0,ROBBERY,2010,273
46.0,ROBBERY,2011,287
46.0,ROBBERY,2012,277
46.0,ROBBERY,2013,244
46.0,ROBBERY,2014,176
46.0,ROBBERY,2015,171
46.0,ROBBERY,2016,214
46.0,ROBBERY,2017,167
46.0,ROBBERY,2018,44
46.0,SEX OFFENSE,2001,5
46.0,SEX OFFENSE,2002,24
46.0,SEX OFFENSE,2003,33
46.0,SEX OFFENSE,2004,38
46.0,SEX OFFENSE,2005,32
46.0,SEX OFFENSE,2006,20
46.0,SEX OFFENSE,2007,25
46.0,SEX OFFENSE,2008,27
46.0,SEX OFFENSE,2009,19
46.0,SEX OFFENSE,2010,25
46.0,SEX OFFENSE,2011,21
46.0,SEX OFFENSE,2012,20
46.0,SEX OFFENSE,2013,22
46.0,SEX OFFENSE,2014,17
46.0,SEX OFFENSE,2015,12
46.0,SEX OFFENSE,2016,14
46.0,SEX OFFENSE,2017,14
46.0,SEX OFFENSE,2018,4
46.0,STALKING,2002,5
46.0,STALKING,2003,5
46.0,STALKING,2004,3
46.0,STALKING,2005,2
46.0,STALKING,2006,5
46.0,STALKING,2007,5
46.0,STALKING,2008,10
46.0,STALKING,2009,9
46.0,STALKING,2010,3
46.0,STALKING,2011,3
46.0,STALKING,2013,1
46.0,STALKING,2014,1
46.0,STALKING,2015,6
46.0,STALKING,2016,3
46.0,STALKING,2017,6
46.0,STALKING,2018,2
46.0,THEFT,2001,19
46.0,THEFT,2002,866
46.0,THEFT,2003,1365
46.0,THEFT,2004,1456
46.0,THEFT,2005,1217
46.0,THEFT,2006,1363
46.0,THEFT,2007,1341
46.0,THEFT,2008,1189
46.0,THEFT,2009,884
46.0,THEFT,2010,914
46.0,THEFT,2011,1051
46.0,THEFT,2012,952
46.0,THEFT,2013,857
46.0,THEFT,2014,741
46.0,THEFT,2015,720
46.0,THEFT,2016,658
46.0,THEFT,2017,665
46.0,THEFT,2018,195
46.0,WEAPONS VIOLATION,2002,69
46.0,WEAPONS VIOLATION,2003,127
46.0,WEAPONS VIOLATION,2004,126
46.0,WEAPONS VIOLATION,2005,102
46.0,WEAPONS VIOLATION,2006,109
46.0,WEAPONS VIOLATION,2007,68
46.0,WEAPONS VIOLATION,2008,120
46.0,WEAPONS VIOLATION,2009,123
46.0,WEAPONS VIOLATION,2010,91
46.0,WEAPONS VIOLATION,2011,136
46.0,WEAPONS VIOLATION,2012,130
46.0,WEAPONS VIOLATION,2013,84
46.0,WEAPONS VIOLATION,2014,112
46.0,WEAPONS VIOLATION,2015,99
46.0,WEAPONS VIOLATION,2016,80
46.0,WEAPONS VIOLATION,2017,112
46.0,WEAPONS VIOLATION,2018,44
47.0,ARSON,2002,2
47.0,ARSON,2003,3
47.0,ARSON,2004,1
47.0,ARSON,2005,1
47.0,ARSON,2006,2
47.0,ARSON,2007,3
47.0,ARSON,2008,3
47.0,ARSON,2009,4
47.0,ARSON,2011,2
47.0,ARSON,2012,5
47.0,ARSON,2014,1
47.0,ARSON,2015,1
47.0,ARSON,2016,1
47.0,ARSON,2017,1
47.0,ASSAULT,2002,38
47.0,ASSAULT,2003,54
47.0,ASSAULT,2004,55
47.0,ASSAULT,2005,83
47.0,ASSAULT,2006,48
47.0,ASSAULT,2007,50
47.0,ASSAULT,2008,45
47.0,ASSAULT,2009,47
47.0,ASSAULT,2010,35
47.0,ASSAULT,2011,35
47.0,ASSAULT,2012,40
47.0,ASSAULT,2013,24
47.0,ASSAULT,2014,31
47.0,ASSAULT,2015,35
47.0,ASSAULT,2016,38
47.0,ASSAULT,2017,37
47.0,ASSAULT,2018,14
47.0,BATTERY,2002,101
47.0,BATTERY,2003,139
47.0,BATTERY,2004,157
47.0,BATTERY,2005,181
47.0,BATTERY,2006,142
47.0,BATTERY,2007,162
47.0,BATTERY,2008,133
47.0,BATTERY,2009,102
47.0,BATTERY,2010,96
47.0,BATTERY,2011,91
47.0,BATTERY,2012,85
47.0,BATTERY,2013,79
47.0,BATTERY,2014,74
47.0,BATTERY,2015,69
47.0,BATTERY,2016,86
47.0,BATTERY,2017,80
47.0,BATTERY,2018,25
47.0,BURGLARY,2002,37
47.0,BURGLARY,2003,44
47.0,BURGLARY,2004,42
47.0,BURGLARY,2005,36
47.0,BURGLARY,2006,54
47.0,BURGLARY,2007,76
47.0,BURGLARY,2008,121
47.0,BURGLARY,2009,47
47.0,BURGLARY,2010,43
47.0,BURGLARY,2011,53
47.0,BURGLARY,2012,84
47.0,BURGLARY,2013,59
47.0,BURGLARY,2014,24
47.0,BURGLARY,2015,19
47.0,BURGLARY,2016,23
47.0,BURGLARY,2017,26
47.0,BURGLARY,2018,5
47.0,CONCEALED CARRY LICENSE VIOLATION,2015,1
47.0,CRIM SEXUAL ASSAULT,2002,5
47.0,CRIM SEXUAL ASSAULT,2003,4
47.0,CRIM SEXUAL ASSAULT,2004,3
47.0,CRIM SEXUAL ASSAULT,2005,2
47.0,CRIM SEXUAL ASSAULT,2006,3
47.0,CRIM SEXUAL ASSAULT,2007,2
47.0,CRIM SEXUAL ASSAULT,2008,6
47.0,CRIM SEXUAL ASSAULT,2009,2
47.0,CRIM SEXUAL ASSAULT,2010,5
47.0,CRIM SEXUAL ASSAULT,2011,1
47.0,CRIM SEXUAL ASSAULT,2012,2
47.0,CRIM SEXUAL ASSAULT,2013,1
47.0,CRIM SEXUAL ASSAULT,2014,1
47.0,CRIM SEXUAL ASSAULT,2015,2
47.0,CRIM SEXUAL ASSAULT,2016,5
47.0,CRIM SEXUAL ASSAULT,2017,3
47.0,CRIM SEXUAL ASSAULT,2018,1
47.0,CRIMINAL DAMAGE,2002,88
47.0,CRIMINAL DAMAGE,2003,102
47.0,CRIMINAL DAMAGE,2004,108
47.0,CRIMINAL DAMAGE,2005,76
47.0,CRIMINAL DAMAGE,2006,101
47.0,CRIMINAL DAMAGE,2007,122
47.0,CRIMINAL DAMAGE,2008,103
47.0,CRIMINAL DAMAGE,2009,84
47.0,CRIMINAL DAMAGE,2010,58
47.0,CRIMINAL DAMAGE,2011,55
47.0,CRIMINAL DAMAGE,2012,71
47.0,CRIMINAL DAMAGE,2013,53
47.0,CRIMINAL DAMAGE,2014,42
47.0,CRIMINAL DAMAGE,2015,54
47.0,CRIMINAL DAMAGE,2016,72
47.0,CRIMINAL DAMAGE,2017,53
47.0,CRIMINAL DAMAGE,2018,19
47.0,CRIMINAL TRESPASS,2002,5
47.0,CRIMINAL TRESPASS,2003,19
47.0,CRIMINAL TRESPASS,2004,12
47.0,CRIMINAL TRESPASS,2005,22
47.0,CRIMINAL TRESPASS,2006,14
47.0,CRIMINAL TRESPASS,2007,17
47.0,CRIMINAL TRESPASS,2008,19
47.0,CRIMINAL TRESPASS,2009,13
47.0,CRIMINAL TRESPASS,2010,7
47.0,CRIMINAL TRESPASS,2011,4
47.0,CRIMINAL TRESPASS,2012,6
47.0,CRIMINAL TRESPASS,2013,7
47.0,CRIMINAL TRESPASS,2014,3
47.0,CRIMINAL TRESPASS,2015,9
47.0,CRIMINAL TRESPASS,2016,6
47.0,CRIMINAL TRESPASS,2017,1
47.0,CRIMINAL TRESPASS,2018,3
47.0,DECEPTIVE PRACTICE,2002,3
47.0,DECEPTIVE PRACTICE,2003,7
47.0,DECEPTIVE PRACTICE,2004,8
47.0,DECEPTIVE PRACTICE,2005,11
47.0,DECEPTIVE PRACTICE,2006,10
47.0,DECEPTIVE PRACTICE,2007,10
47.0,DECEPTIVE PRACTICE,2008,14
47.0,DECEPTIVE PRACTICE,2009,11
47.0,DECEPTIVE PRACTICE,2010,10
47.0,DECEPTIVE PRACTICE,2011,7
47.0,DECEPTIVE PRACTICE,2012,16
47.0,DECEPTIVE PRACTICE,2013,13
47.0,DECEPTIVE PRACTICE,2014,14
47.0,DECEPTIVE PRACTICE,2015,24
47.0,DECEPTIVE PRACTICE,2016,22
47.0,DECEPTIVE PRACTICE,2017,15
47.0,DECEPTIVE PRACTICE,2018,7
47.0,GAMBLING,2002,1
47.0,GAMBLING,2003,3
47.0,GAMBLING,2004,6
47.0,GAMBLING,2005,6
47.0,GAMBLING,2006,4
47.0,GAMBLING,2007,3
47.0,GAMBLING,2008,2
47.0,GAMBLING,2009,3
47.0,GAMBLING,2011,3
47.0,GAMBLING,2012,4
47.0,GAMBLING,2013,3
47.0,GAMBLING,2014,6
47.0,GAMBLING,2015,3
47.0,GAMBLING,2017,1
47.0,GAMBLING,2018,1
47.0,HOMICIDE,2001,1
47.0,HOMICIDE,2003,4
47.0,HOMICIDE,2005,1
47.0,HOMICIDE,2007,2
47.0,HOMICIDE,2008,2
47.0,HOMICIDE,2009,5
47.0,HOMICIDE,2010,1
47.0,HOMICIDE,2011,1
47.0,HOMICIDE,2012,1
47.0,HOMICIDE,2013,1
47.0,HOMICIDE,2014,3
47.0,HOMICIDE,2015,3
47.0,HOMICIDE,2017,1
47.0,INTERFERENCE WITH PUBLIC OFFICER,2006,1
47.0,INTERFERENCE WITH PUBLIC OFFICER,2008,1
47.0,INTERFERENCE WITH PUBLIC OFFICER,2011,1
47.0,INTERFERENCE WITH PUBLIC OFFICER,2012,2
47.0,INTERFERENCE WITH PUBLIC OFFICER,2013,2
47.0,INTERFERENCE WITH PUBLIC OFFICER,2014,2
47.0,INTERFERENCE WITH PUBLIC OFFICER,2015,1
47.0,INTERFERENCE WITH PUBLIC OFFICER,2016,1
47.0,INTERFERENCE WITH PUBLIC OFFICER,2017,1
47.0,INTERFERENCE WITH PUBLIC OFFICER,2018,1
47.0,INTIMIDATION,2002,1
47.0,INTIMIDATION,2006,1
47.0,INTIMIDATION,2009,1
47.0,INTIMIDATION,2013,1
47.0,KIDNAPPING,2002,1
47.0,KIDNAPPING,2003,1
47.0,KIDNAPPING,2009,1
47.0,KIDNAPPING,2011,1
47.0,KIDNAPPING,2013,1
47.0,LIQUOR LAW VIOLATION,2005,2
47.0,LIQUOR LAW VIOLATION,2007,2
47.0,LIQUOR LAW VIOLATION,2008,1
47.0,LIQUOR LAW VIOLATION,2009,1
47.0,LIQUOR LAW VIOLATION,2010,1
47.0,LIQUOR LAW VIOLATION,2011,1
47.0,MOTOR VEHICLE THEFT,2001,2
47.0,MOTOR VEHICLE THEFT,2002,24
47.0,MOTOR VEHICLE THEFT,2003,22
47.0,MOTOR VEHICLE THEFT,2004,44
47.0,MOTOR VEHICLE THEFT,2005,27
47.0,MOTOR VEHICLE THEFT,2006,56
47.0,MOTOR VEHICLE THEFT,2007,42
47.0,MOTOR VEHICLE THEFT,2008,21
47.0,MOTOR VEHICLE THEFT,2009,16
47.0,MOTOR VEHICLE THEFT,2010,24
47.0,MOTOR VEHICLE THEFT,2011,33
47.0,MOTOR VEHICLE THEFT,2012,26
47.0,MOTOR VEHICLE THEFT,2013,22
47.0,MOTOR VEHICLE THEFT,2014,13
47.0,MOTOR VEHICLE THEFT,2015,24
47.0,MOTOR VEHICLE THEFT,2016,17
47.0,MOTOR VEHICLE THEFT,2017,15
47.0,MOTOR VEHICLE THEFT,2018,4
47.0,NARCOTICS,2002,35
47.0,NARCOTICS,2003,74
47.0,NARCOTICS,2004,99
47.0,NARCOTICS,2005,88
47.0,NARCOTICS,2006,56
47.0,NARCOTICS,2007,88
47.0,NARCOTICS,2008,79
47.0,NARCOTICS,2009,97
47.0,NARCOTICS,2010,60
47.0,NARCOTICS,2011,45
47.0,NARCOTICS,2012,43
47.0,NARCOTICS,2013,39
47.0,NARCOTICS,2014,58
47.0,NARCOTICS,2015,20
47.0,NARCOTICS,2016,15
47.0,NARCOTICS,2017,19
47.0,NARCOTICS,2018,9
47.0,OFFENSE INVOLVING CHILDREN,2002,1
47.0,OFFENSE INVOLVING CHILDREN,2003,2
47.0,OFFENSE INVOLVING CHILDREN,2004,3
47.0,OFFENSE INVOLVING CHILDREN,2005,7
47.0,OFFENSE INVOLVING CHILDREN,2006,6
47.0,OFFENSE INVOLVING CHILDREN,2007,8
47.0,OFFENSE INVOLVING CHILDREN,2008,10
47.0,OFFENSE INVOLVING CHILDREN,2009,12
47.0,OFFENSE INVOLVING CHILDREN,2010,3
47.0,OFFENSE INVOLVING CHILDREN,2011,6
47.0,OFFENSE INVOLVING CHILDREN,2012,4
47.0,OFFENSE INVOLVING CHILDREN,2013,4
47.0,OFFENSE INVOLVING CHILDREN,2014,3
47.0,OFFENSE INVOLVING CHILDREN,2015,4
47.0,OFFENSE INVOLVING CHILDREN,2016,3
47.0,OFFENSE INVOLVING CHILDREN,2017,3
47.0,OTHER OFFENSE,2001,1
47.0,OTHER OFFENSE,2002,42
47.0,OTHER OFFENSE,2003,52
47.0,OTHER OFFENSE,2004,61
47.0,OTHER OFFENSE,2005,43
47.0,OTHER OFFENSE,2006,38
47.0,OTHER OFFENSE,2007,42
47.0,OTHER OFFENSE,2008,38
47.0,OTHER OFFENSE,2009,50
47.0,OTHER OFFENSE,2010,33
47.0,OTHER OFFENSE,2011,29
47.0,OTHER OFFENSE,2012,26
47.0,OTHER OFFENSE,2013,30
47.0,OTHER OFFENSE,2014,17
47.0,OTHER OFFENSE,2015,33
47.0,OTHER OFFENSE,2016,33
47.0,OTHER OFFENSE,2017,37
47.0,OTHER OFFENSE,2018,13
47.0,PROSTITUTION,2003,1
47.0,PROSTITUTION,2011,1
47.0,PUBLIC PEACE VIOLATION,2002,1
47.0,PUBLIC PEACE VIOLATION,2003,4
47.0,PUBLIC PEACE VIOLATION,2004,1
47.0,PUBLIC PEACE VIOLATION,2005,4
47.0,PUBLIC PEACE VIOLATION,2006,3
47.0,PUBLIC PEACE VIOLATION,2007,7
47.0,PUBLIC PEACE VIOLATION,2008,5
47.0,PUBLIC PEACE VIOLATION,2009,9
47.0,PUBLIC PEACE VIOLATION,2010,6
47.0,PUBLIC PEACE VIOLATION,2011,4
47.0,PUBLIC PEACE VIOLATION,2012,3
47.0,PUBLIC PEACE VIOLATION,2013,4
47.0,PUBLIC PEACE VIOLATION,2014,8
47.0,PUBLIC PEACE VIOLATION,2015,1
47.0,PUBLIC PEACE VIOLATION,2016,4
47.0,PUBLIC PEACE VIOLATION,2017,2
47.0,ROBBERY,2002,7
47.0,ROBBERY,2003,15
47.0,ROBBERY,2004,27
47.0,ROBBERY,2005,20
47.0,ROBBERY,2006,27
47.0,ROBBERY,2007,25
47.0,ROBBERY,2008,24
47.0,ROBBERY,2009,21
47.0,ROBBERY,2010,24
47.0,ROBBERY,2011,16
47.0,ROBBERY,2012,14
47.0,ROBBERY,2013,18
47.0,ROBBERY,2014,17
47.0,ROBBERY,2015,17
47.0,ROBBERY,2016,13
47.0,ROBBERY,2017,7
47.0,ROBBERY,2018,6
47.0,SEX OFFENSE,2003,7
47.0,SEX OFFENSE,2004,1
47.0,SEX OFFENSE,2005,2
47.0,SEX OFFENSE,2006,2
47.0,SEX OFFENSE,2007,2
47.0,SEX OFFENSE,2008,4
47.0,SEX OFFENSE,2009,2
47.0,SEX OFFENSE,2012,1
47.0,SEX OFFENSE,2013,2
47.0,SEX OFFENSE,2015,1
47.0,STALKING,2005,1
47.0,STALKING,2006,1
47.0,STALKING,2007,1
47.0,STALKING,2008,1
47.0,STALKING,2015,1
47.0,STALKING,2018,1
47.0,THEFT,2001,2
47.0,THEFT,2002,77
47.0,THEFT,2003,117
47.0,THEFT,2004,99
47.0,THEFT,2005,90
47.0,THEFT,2006,97
47.0,THEFT,2007,63
47.0,THEFT,2008,101
47.0,THEFT,2009,76
47.0,THEFT,2010,49
47.0,THEFT,2011,63
47.0,THEFT,2012,93
47.0,THEFT,2013,102
47.0,THEFT,2014,80
47.0,THEFT,2015,57
47.0,THEFT,2016,53
47.0,THEFT,2017,38
47.0,THEFT,2018,21
47.0,WEAPONS VIOLATION,2002,1
47.0,WEAPONS VIOLATION,2003,7
47.0,WEAPONS VIOLATION,2004,8
47.0,WEAPONS VIOLATION,2005,12
47.0,WEAPONS VIOLATION,2006,2
47.0,WEAPONS VIOLATION,2007,8
47.0,WEAPONS VIOLATION,2008,11
47.0,WEAPONS VIOLATION,2009,5
47.0,WEAPONS VIOLATION,2010,4
47.0,WEAPONS VIOLATION,2011,4
47.0,WEAPONS VIOLATION,2012,10
47.0,WEAPONS VIOLATION,2013,6
47.0,WEAPONS VIOLATION,2014,5
47.0,WEAPONS VIOLATION,2015,10
47.0,WEAPONS VIOLATION,2016,6
47.0,WEAPONS VIOLATION,2017,26
47.0,WEAPONS VIOLATION,2018,6
48.0,ARSON,2002,1
48.0,ARSON,2003,2
48.0,ARSON,2004,4
48.0,ARSON,2005,2
